Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Lime Luminous Block Cover
thermaldynamics:cover:0, Pink Luminous Block Cover
thermaldynamics:cover:0, Gray Luminous Block Cover
thermaldynamics:cover:0, Light Gray Luminous Block Cover
thermaldynamics:cover:0, Cyan Luminous Block Cover
thermaldynamics:cover:0, Purple Luminous Block Cover
thermaldynamics:cover:0, Blue Luminous Block Cover
thermaldynamics:cover:0, Brown Luminous Block Cover
thermaldynamics:cover:0, Green Luminous Block Cover
thermaldynamics:cover:0, Red Luminous Block Cover
thermaldynamics:cover:0, Black Luminous Block Cover
thermaldynamics:cover:0, White Translucent Luminous Block Cover
thermaldynamics:cover:0, Orange Translucent Luminous Block Cover
thermaldynamics:cover:0, Magenta Translucent Luminous Block Cover
thermaldynamics:cover:0, Light Blue Translucent Luminous Block Cover
thermaldynamics:cover:0, Yellow Translucent Luminous Block Cover
thermaldynamics:cover:0, Lime Translucent Luminous Block Cover
thermaldynamics:cover:0, Pink Translucent Luminous Block Cover
thermaldynamics:cover:0, Gray Translucent Luminous Block Cover
thermaldynamics:cover:0, Light Gray Translucent Luminous Block Cover
thermaldynamics:cover:0, Cyan Translucent Luminous Block Cover
thermaldynamics:cover:0, Purple Translucent Luminous Block Cover
thermaldynamics:cover:0, Blue Translucent Luminous Block Cover
thermaldynamics:cover:0, Brown Translucent Luminous Block Cover
thermaldynamics:cover:0, Green Translucent Luminous Block Cover
thermaldynamics:cover:0, Red Translucent Luminous Block Cover
thermaldynamics:cover:0, Black Translucent Luminous Block Cover
thermaldynamics:cover:0, Glowing Mushroom Cover
thermaldynamics:cover:0, Super Lubricent Stone Cover
thermaldynamics:cover:0, Trigger Glass Cover
thermaldynamics:cover:0, Ancient Brick [INTERNAL] Cover
thermaldynamics:cover:0, Sided Block of Redstone Cover
thermaldynamics:cover:0, Spectre Planks Cover
thermaldynamics:cover:0, Spectre Sapling Cover
thermaldynamics:cover:0, Spectre Wood Cover
thermaldynamics:cover:0, Spectre Leaves Cover
thermaldynamics:cover:0, Biome Cobblestone Cover
thermaldynamics:cover:0, Biome Stone Cover
thermaldynamics:cover:0, Biome Stone Bricks Cover
thermaldynamics:cover:0, Cracked Biome Stone Bricks Cover
thermaldynamics:cover:0, Chiseled Biome Stone Bricks Cover
thermaldynamics:cover:0, Biome Glass Cover
thermaldynamics:cover:0, White Grass Cover
thermaldynamics:cover:0, Orange Grass Cover
thermaldynamics:cover:0, Magenta Grass Cover
thermaldynamics:cover:0, Light Blue Grass Cover
thermaldynamics:cover:0, Yellow Grass Cover
thermaldynamics:cover:0, Lime Grass Cover
thermaldynamics:cover:0, Pink Grass Cover
thermaldynamics:cover:0, Gray Grass Cover
thermaldynamics:cover:0, Light Gray Grass Cover
thermaldynamics:cover:0, Cyan Grass Cover
thermaldynamics:cover:0, Purple Grass Cover
thermaldynamics:cover:0, Blue Grass Cover
thermaldynamics:cover:0, Brown Grass Cover
thermaldynamics:cover:0, Green Grass Cover
thermaldynamics:cover:0, Red Grass Cover
thermaldynamics:cover:0, Black Grass Cover
thermaldynamics:cover:0, Rainbow Lamp Cover
thermaldynamics:cover:0, White Stained Bricks Cover
thermaldynamics:cover:0, Orange Stained Bricks Cover
thermaldynamics:cover:0, Magenta Stained Bricks Cover
thermaldynamics:cover:0, Light Blue Stained Bricks Cover
thermaldynamics:cover:0, Yellow Stained Bricks Cover
thermaldynamics:cover:0, Lime Stained Brickss Cover
thermaldynamics:cover:0, Pink Stained Bricks Cover
thermaldynamics:cover:0, Gray Stained Bricks Cover
thermaldynamics:cover:0, Light Gray Stained Bricks Cover
thermaldynamics:cover:0, Cyan Stained Bricks Cover
thermaldynamics:cover:0, Purple Stained Bricks Cover
thermaldynamics:cover:0, Blue Stained Bricks Cover
thermaldynamics:cover:0, Brown Stained Bricks Cover
thermaldynamics:cover:0, Green Stained Bricks Cover
thermaldynamics:cover:0, Red Stained Bricks Cover
thermaldynamics:cover:0, Black Stained Bricks Cover
thermaldynamics:cover:0, Luminous White Stained Bricks Cover
thermaldynamics:cover:0, Luminous Orange Stained Bricks Cover
thermaldynamics:cover:0, Luminous Magenta Stained Bricks Cover
thermaldynamics:cover:0, Luminous Light Blue Stained Bricks Cover
thermaldynamics:cover:0, Luminous Yellow Stained Bricks Cover
thermaldynamics:cover:0, Luminous Lime Stained Bricks Cover
thermaldynamics:cover:0, Luminous Pink Stained Bricks Cover
thermaldynamics:cover:0, Luminous Gray Stained Bricks Cover
thermaldynamics:cover:0, Luminous Light Gray Stained Bricks Cover
thermaldynamics:cover:0, Luminous Cyan Stained Bricks Cover
thermaldynamics:cover:0, Luminous Purple Stained Bricks Cover
thermaldynamics:cover:0, Luminous Blue Stained Bricks Cover
thermaldynamics:cover:0, Luminous Brown Stained Bricks Cover
thermaldynamics:cover:0, Luminous Green Stained Bricks Cover
thermaldynamics:cover:0, Luminous Red Stained Bricks Cover
thermaldynamics:cover:0, Luminous Black Stained Bricks Cover
thermaldynamics:cover:0, Redirector Plate Cover
thermaldynamics:cover:0, Redstone Plate Cover
thermaldynamics:cover:0, Corrector Plate Cover
thermaldynamics:cover:0, Item Sealer Plate Cover
thermaldynamics:cover:0, Item Rejuvenator Plate Cover
thermaldynamics:cover:0, Accelerator Plate Cover
thermaldynamics:cover:0, Directional Accelerator Plate Cover
thermaldynamics:cover:0, Bouncy Plate Cover
thermaldynamics:cover:0, Collection Plate Cover
thermaldynamics:cover:0, Fluxed Electrum Block Cover
thermaldynamics:cover:0, Flux Crystal Block Cover
thermaldynamics:cover:0, Gelid Enderium Block Cover
thermaldynamics:cover:0, Gelid Gem Block Cover
thermaldynamics:cover:0, Portal to the void Cover
thermalinnovation:drill:0, Fluxbore (Basic)
thermalinnovation:drill:1, Fluxbore (Hardened)
thermalinnovation:drill:2, Fluxbore (Reinforced)
thermalinnovation:drill:3, Fluxbore (Signalum)
thermalinnovation:drill:4, Fluxbore (Resonant)
thermalinnovation:drill:32000, Fluxbore (Creative)
thermalinnovation:saw:0, Fluxsaw (Basic)
thermalinnovation:saw:1, Fluxsaw (Hardened)
thermalinnovation:saw:2, Fluxsaw (Reinforced)
thermalinnovation:saw:3, Fluxsaw (Signalum)
thermalinnovation:saw:4, Fluxsaw (Resonant)
thermalinnovation:saw:32000, Fluxsaw (Creative)
thermalinnovation:magnet:0, Fluxomagnet (Basic)
thermalinnovation:magnet:1, Fluxomagnet (Hardened)
thermalinnovation:magnet:2, Fluxomagnet (Reinforced)
thermalinnovation:magnet:3, Fluxomagnet (Signalum)
thermalinnovation:magnet:4, Fluxomagnet (Resonant)
thermalinnovation:magnet:32000, Fluxomagnet (Creative)
thermalinnovation:injector:0, Hypoinfuser (Basic)
thermalinnovation:injector:1, Hypoinfuser (Hardened)
thermalinnovation:injector:2, Hypoinfuser (Reinforced)
thermalinnovation:injector:3, Hypoinfuser (Signalum)
thermalinnovation:injector:4, Hypoinfuser (Resonant)
thermalinnovation:injector:32000, Hypoinfuser (Creative)
thermalinnovation:quiver:0, Alchemical Quiver (Basic)
thermalinnovation:quiver:1, Alchemical Quiver (Hardened)
thermalinnovation:quiver:2, Alchemical Quiver (Reinforced)
thermalinnovation:quiver:3, Alchemical Quiver (Signalum)
thermalinnovation:quiver:4, Alchemical Quiver (Resonant)
thermalinnovation:quiver:32000, Alchemical Quiver (Creative)
wrcbe:wireless_logic:0, Wireless Transmitter
wrcbe:wireless_logic:1, Wireless Receiver
wrcbe:wireless_logic:2, Wireless Jammer
wrcbe:material:0, Obsidian Stick
wrcbe:material:1, Stone Bowl
wrcbe:material:2, REther Pearl
wrcbe:material:3, Wireless Transceiver
wrcbe:material:4, Blaze Transceiver
wrcbe:material:5, Receiver Dish
wrcbe:material:6, Blaze Receiver Dish
wrcbe:triangulator, Wireless Triangulator
wrcbe:remote, Wireless Remote
wrcbe:sniffer, Wireless Sniffer
wrcbe:empty_map, Empty Wireless Map
wrcbe:map:0, Wireless Map #0
wrcbe:tracker, Wireless Tracker
wrcbe:rep, REP
wrcbe:p_sniffer, Private Sniffer
chisel:blockaluminum:0, Block of Aluminum
chisel:blockaluminum:1, Block of Aluminum
chisel:blockaluminum:2, Block of Aluminum
chisel:blockaluminum:3, Block of Aluminum
chisel:blockaluminum:4, Block of Aluminum
chisel:blockaluminum:5, Block of Aluminum
chisel:blockaluminum:6, Block of Aluminum
chisel:andesite:0, Andesite
chisel:andesite:1, Andesite
chisel:andesite:2, Andesite
chisel:andesite:3, Andesite
chisel:andesite:4, Andesite
chisel:andesite:5, Andesite
chisel:andesite:6, Andesite
chisel:andesite:7, Andesite
chisel:andesite:8, Andesite
chisel:andesite:9, Andesite
chisel:andesite:10, Andesite
chisel:andesite:11, Andesite
chisel:andesite:12, Andesite
chisel:andesite:13, Andesite
chisel:andesite:14, Andesite
chisel:andesite:15, Andesite
chisel:andesite1:0, Andesite
chisel:andesite1:1, Andesite
chisel:andesite1:2, Andesite
chisel:andesite1:3, Andesite
chisel:andesite1:4, Andesite
chisel:andesite1:5, Andesite
chisel:andesite1:6, Andesite
chisel:andesite1:7, Andesite
chisel:andesite1:8, Andesite
chisel:andesite1:9, Andesite
chisel:andesite1:10, Andesite
chisel:andesite1:11, Andesite
chisel:andesite1:12, Andesite
chisel:andesite1:13, Andesite
chisel:andesite1:14, Andesite
chisel:andesite1:15, Andesite
chisel:andesite2:0, Andesite
chisel:antiblock:0, Antiblock
chisel:antiblock:1, Antiblock
chisel:antiblock:2, Antiblock
chisel:antiblock:3, Antiblock
chisel:antiblock:4, Antiblock
chisel:antiblock:5, Antiblock
chisel:antiblock:6, Antiblock
chisel:antiblock:7, Antiblock
chisel:antiblock:8, Antiblock
chisel:antiblock:9, Antiblock
chisel:antiblock:10, Antiblock
chisel:antiblock:11, Antiblock
chisel:antiblock:12, Antiblock
chisel:antiblock:13, Antiblock
chisel:antiblock:14, Antiblock
chisel:antiblock:15, Antiblock
chisel:basalt:0, Basalt
chisel:basalt:1, Basalt
chisel:basalt:2, Basalt
chisel:basalt:3, Basalt
chisel:basalt:4, Basalt
chisel:basalt:5, Basalt
chisel:basalt:6, Basalt
chisel:basalt:7, Basalt
chisel:basalt:8, Basalt
chisel:basalt:9, Basalt
chisel:basalt:10, Basalt
chisel:basalt:11, Basalt
chisel:basalt:12, Basalt
chisel:basalt:13, Basalt
chisel:basalt:14, Basalt
chisel:basalt:15, Basalt
chisel:basalt1:0, Basalt
chisel:basalt1:1, Basalt
chisel:basalt1:2, Basalt
chisel:basalt1:3, Basalt
chisel:basalt1:4, Basalt
chisel:basalt1:5, Basalt
chisel:basalt1:6, Basalt
chisel:basalt1:7, Basalt
chisel:basalt1:8, Basalt
chisel:basalt1:9, Basalt
chisel:basalt2:0, Basalt
chisel:basalt2:1, Basalt
chisel:basalt2:2, Basalt
chisel:basalt2:3, Basalt
chisel:basalt2:4, Basalt
chisel:basalt2:5, Basalt
chisel:basalt2:6, Basalt
chisel:basalt2:7, Basalt
chisel:bookshelf_oak:0, Oak Bookshelf
chisel:bookshelf_oak:1, Oak Bookshelf
chisel:bookshelf_oak:2, Oak Bookshelf
chisel:bookshelf_oak:3, Oak Bookshelf
chisel:bookshelf_oak:4, Oak Bookshelf
chisel:bookshelf_oak:5, Oak Bookshelf
chisel:bookshelf_oak:6, Oak Bookshelf
chisel:bookshelf_oak:7, Oak Bookshelf
chisel:bookshelf_oak:8, Oak Bookshelf
chisel:bookshelf_oak:9, Oak Bookshelf
chisel:bookshelf_spruce:0, Spruce Bookshelf
chisel:bookshelf_spruce:1, Spruce Bookshelf
chisel:bookshelf_spruce:2, Spruce Bookshelf
chisel:bookshelf_spruce:3, Spruce Bookshelf
chisel:bookshelf_spruce:4, Spruce Bookshelf
chisel:bookshelf_spruce:5, Spruce Bookshelf
chisel:bookshelf_spruce:6, Spruce Bookshelf
chisel:bookshelf_spruce:7, Spruce Bookshelf
chisel:bookshelf_spruce:8, Spruce Bookshelf
chisel:bookshelf_spruce:9, Spruce Bookshelf
chisel:bookshelf_birch:0, Birch Bookshelf
chisel:bookshelf_birch:1, Birch Bookshelf
chisel:bookshelf_birch:2, Birch Bookshelf
chisel:bookshelf_birch:3, Birch Bookshelf
chisel:bookshelf_birch:4, Birch Bookshelf
chisel:bookshelf_birch:5, Birch Bookshelf
chisel:bookshelf_birch:6, Birch Bookshelf
chisel:bookshelf_birch:7, Birch Bookshelf
chisel:bookshelf_birch:8, Birch Bookshelf
chisel:bookshelf_birch:9, Birch Bookshelf
chisel:bookshelf_jungle:0, Jungle Bookshelf
chisel:bookshelf_jungle:1, Jungle Bookshelf
chisel:bookshelf_jungle:2, Jungle Bookshelf
chisel:bookshelf_jungle:3, Jungle Bookshelf
chisel:bookshelf_jungle:4, Jungle Bookshelf
chisel:bookshelf_jungle:5, Jungle Bookshelf
chisel:bookshelf_jungle:6, Jungle Bookshelf
chisel:bookshelf_jungle:7, Jungle Bookshelf
chisel:bookshelf_jungle:8, Jungle Bookshelf
chisel:bookshelf_jungle:9, Jungle Bookshelf
chisel:bookshelf_acacia:0, Acacia Bookshelf
chisel:bookshelf_acacia:1, Acacia Bookshelf
chisel:bookshelf_acacia:2, Acacia Bookshelf
chisel:bookshelf_acacia:3, Acacia Bookshelf
chisel:bookshelf_acacia:4, Acacia Bookshelf
chisel:bookshelf_acacia:5, Acacia Bookshelf
chisel:bookshelf_acacia:6, Acacia Bookshelf
chisel:bookshelf_acacia:7, Acacia Bookshelf
chisel:bookshelf_acacia:8, Acacia Bookshelf
chisel:bookshelf_acacia:9, Acacia Bookshelf
chisel:bookshelf_darkoak:0, Dark Oak Bookshelf
chisel:bookshelf_darkoak:1, Dark Oak Bookshelf
chisel:bookshelf_darkoak:2, Dark Oak Bookshelf
chisel:bookshelf_darkoak:3, Dark Oak Bookshelf
chisel:bookshelf_darkoak:4, Dark Oak Bookshelf
chisel:bookshelf_darkoak:5, Dark Oak Bookshelf
chisel:bookshelf_darkoak:6, Dark Oak Bookshelf
chisel:bookshelf_darkoak:7, Dark Oak Bookshelf
chisel:bookshelf_darkoak:8, Dark Oak Bookshelf
chisel:bookshelf_darkoak:9, Dark Oak Bookshelf
chisel:bricks:0, Bricks
chisel:bricks:1, Bricks
chisel:bricks:2, Bricks
chisel:bricks:3, Bricks
chisel:bricks:4, Bricks
chisel:bricks:5, Bricks
chisel:bricks:6, Bricks
chisel:bricks:7, Bricks
chisel:bricks:8, Bricks
chisel:bricks:9, Bricks
chisel:bricks:10, Bricks
chisel:bricks:11, Bricks
chisel:bricks:12, Bricks
chisel:bricks:13, Bricks
chisel:bricks:14, Bricks
chisel:bricks:15, Bricks
chisel:bricks1:0, Bricks
chisel:bricks1:1, Bricks
chisel:bricks1:2, Bricks
chisel:bricks1:3, Bricks
chisel:bricks1:4, Bricks
chisel:bricks1:5, Bricks
chisel:bricks1:6, Bricks
chisel:bricks1:7, Bricks
chisel:bricks1:8, Bricks
chisel:bricks1:9, Bricks
chisel:bricks2:0, Bricks
chisel:bricks2:1, Bricks
chisel:bricks2:2, Bricks
chisel:bricks2:3, Bricks
chisel:bricks2:4, Bricks
chisel:bricks2:5, Bricks
chisel:blockbronze:0, Block of Bronze
chisel:blockbronze:1, Block of Bronze
chisel:blockbronze:2, Block of Bronze
chisel:blockbronze:3, Block of Bronze
chisel:blockbronze:4, Block of Bronze
chisel:blockbronze:5, Block of Bronze
chisel:blockbronze:6, Block of Bronze
chisel:brownstone:0, Brownstone
chisel:brownstone:1, Brownstone
chisel:brownstone:2, Brownstone
chisel:brownstone:3, Brownstone
chisel:brownstone:4, Brownstone
chisel:brownstone:5, Brownstone
chisel:brownstone:6, Brownstone
chisel:brownstone:7, Brownstone
chisel:brownstone:8, Brownstone
chisel:brownstone:9, Brownstone
chisel:certus:0, Block of Certus Quartz
chisel:certus:1, Block of Certus Quartz
chisel:certus:2, Block of Certus Quartz
chisel:certus:3, Block of Certus Quartz
chisel:certus:4, Block of Certus Quartz
chisel:certus:5, Block of Certus Quartz
chisel:certus:6, Block of Certus Quartz
chisel:certus:7, Block of Certus Quartz
chisel:certus:8, Block of Certus Quartz
chisel:certus:9, Block of Certus Quartz
chisel:certus:10, Block of Certus Quartz
chisel:certus:11, Block of Certus Quartz
chisel:certus:12, Block of Certus Quartz
chisel:certus:13, Block of Certus Quartz
chisel:certus:14, Block of Certus Quartz
chisel:certus:15, Block of Certus Quartz
chisel:certus1:0, Block of Certus Quartz
chisel:certus1:1, Block of Certus Quartz
chisel:certus1:2, Block of Certus Quartz
chisel:certus1:3, Block of Certus Quartz
chisel:certus1:4, Block of Certus Quartz
chisel:certus1:5, Block of Certus Quartz
chisel:certus1:6, Block of Certus Quartz
chisel:certus1:7, Block of Certus Quartz
chisel:certus1:8, Block of Certus Quartz
chisel:certus1:9, Block of Certus Quartz
chisel:certus1:10, Block of Certus Quartz
chisel:certus1:11, Block of Certus Quartz
chisel:certus1:12, Block of Certus Quartz
chisel:certus1:13, Block of Certus Quartz
chisel:certus1:14, Block of Certus Quartz
chisel:certus1:15, Block of Certus Quartz
chisel:certus2:0, Block of Certus Quartz
chisel:certus2:1, Block of Certus Quartz
chisel:carpet_black:0, Black Carpet
chisel:carpet_black:1, Black Carpet
chisel:carpet_red:0, Red Carpet
chisel:carpet_red:1, Red Carpet
chisel:carpet_green:0, Green Carpet
chisel:carpet_green:1, Green Carpet
chisel:carpet_brown:0, Brown Carpet
chisel:carpet_brown:1, Brown Carpet
chisel:carpet_blue:0, Blue Carpet
chisel:carpet_blue:1, Blue Carpet
chisel:carpet_purple:0, Purple Carpet
chisel:carpet_purple:1, Purple Carpet
chisel:carpet_cyan:0, Cyan Carpet
chisel:carpet_cyan:1, Cyan Carpet
chisel:carpet_lightgray:0, Light Gray Carpet
chisel:carpet_lightgray:1, Light Gray Carpet
chisel:carpet_gray:0, Gray Carpet
chisel:carpet_gray:1, Gray Carpet
chisel:carpet_pink:0, Pink Carpet
chisel:carpet_pink:1, Pink Carpet
chisel:carpet_lime:0, Lime Carpet
chisel:carpet_lime:1, Lime Carpet
chisel:carpet_yellow:0, Yellow Carpet
chisel:carpet_yellow:1, Yellow Carpet
chisel:carpet_lightblue:0, Light Blue Carpet
chisel:carpet_lightblue:1, Light Blue Carpet
chisel:carpet_magenta:0, Magenta Carpet
chisel:carpet_magenta:1, Magenta Carpet
chisel:carpet_orange:0, Orange Carpet
chisel:carpet_orange:1, Orange Carpet
chisel:carpet_white:0, White Carpet
chisel:carpet_white:1, White Carpet
chisel:block_charcoal:0, Block of Charcoal
chisel:block_charcoal:1, Block of Charcoal
chisel:block_charcoal:2, Block of Charcoal
chisel:block_charcoal:3, Block of Charcoal
chisel:block_charcoal:4, Block of Charcoal
chisel:block_charcoal:5, Block of Charcoal
chisel:block_charcoal:6, Block of Charcoal
chisel:block_charcoal:7, Block of Charcoal
chisel:block_charcoal:8, Block of Charcoal
chisel:block_charcoal:9, Block of Charcoal
chisel:block_charcoal:10, Block of Charcoal
chisel:block_charcoal:11, Block of Charcoal
chisel:block_charcoal:12, Block of Charcoal
chisel:block_charcoal:13, Block of Charcoal
chisel:block_charcoal:14, Block of Charcoal
chisel:block_charcoal:15, Block of Charcoal
chisel:block_charcoal1:0, Block of Charcoal
chisel:block_charcoal1:1, Block of Charcoal
chisel:block_charcoal1:2, Block of Charcoal
chisel:block_charcoal1:3, Block of Charcoal
chisel:block_charcoal1:4, Block of Charcoal
chisel:block_charcoal1:5, Block of Charcoal
chisel:block_charcoal1:6, Block of Charcoal
chisel:block_charcoal1:7, Block of Charcoal
chisel:block_charcoal1:8, Block of Charcoal
chisel:block_charcoal1:9, Block of Charcoal
chisel:block_charcoal1:10, Block of Charcoal
chisel:block_charcoal1:11, Block of Charcoal
chisel:block_charcoal1:12, Block of Charcoal
chisel:block_charcoal1:13, Block of Charcoal
chisel:block_charcoal1:14, Block of Charcoal
chisel:block_charcoal1:15, Block of Charcoal
chisel:block_charcoal2:0, Block of Charcoal
chisel:block_charcoal2:1, Block of Charcoal
chisel:cloud:0, Cloud
chisel:cloud:1, Cloud
chisel:cloud:2, Cloud
chisel:cloud:3, Cloud
chisel:cloud:4, Cloud
chisel:blockcobalt:0, Block of Cobalt
chisel:blockcobalt:1, Block of Cobalt
chisel:blockcobalt:2, Block of Cobalt
chisel:blockcobalt:3, Block of Cobalt
